county_name,state_name,median_income
Spotsylvania County,Virginia,109576
Stafford County,Virginia,133792
Surry County,Virginia,71458
Sussex County,Virginia,62821
Tazewell County,Virginia,45788
Warren County,Virginia,84331
Washington County,Virginia,62774
Westmoreland County,Virginia,59766
Wise County,Virginia,50740
Wythe County,Virginia,55359
York County,Virginia,108326
Alexandria city,Virginia,113638
Bristol city,Virginia,44706
Buena Vista city,Virginia,54458
Charlottesville city,Virginia,69829
Chesapeake city,Virginia,94189
Colonial Heights city,Virginia,76250
Covington city,Virginia,42724
Danville city,Virginia,42778
Emporia city,Virginia,49375
Fairfax city,Virginia,132774
Falls Church city,Virginia,154734
Franklin city,Virginia,65125
Fredericksburg city,Virginia,85368
Galax city,Virginia,41438
Hampton city,Virginia,67758
Harrisonburg city,Virginia,59752
Hopewell city,Virginia,48681
Lexington city,Virginia,89598
Lynchburg city,Virginia,59808
Manassas city,Virginia,117919
Manassas Park city,Virginia,100668
Martinsville city,Virginia,42434
Newport News city,Virginia,66718
Norfolk city,Virginia,64017
Norton city,Virginia,38497
Petersburg city,Virginia,50741
Poquoson city,Virginia,120919
Portsmouth city,Virginia,58972
Radford city,Virginia,52791
Richmond city,Virginia,62671
Roanoke city,Virginia,52671
Salem city,Virginia,66716
Staunton city,Virginia,62586
Suffolk city,Virginia,90089
Virginia Beach city,Virginia,90685
Waynesboro city,Virginia,56364
Williamsburg city,Virginia,70206
Winchester city,Virginia,64648
Adams County,Washington,65042
Asotin County,Washington,69107
Benton County,Washington,87316
Chelan County,Washington,78306
Clallam County,Washington,67999
Clark County,Washington,94948
Columbia County,Washington,71528
Cowlitz County,Washington,72932
Douglas County,Washington,80374
Ferry County,Washington,54650
Franklin County,Washington,82755
Garfield County,Washington,62411
Grant County,Washington,71115
Grays Harbor County,Washington,63539
Island County,Washington,88358
Jefferson County,Washington,71143
King County,Washington,122148
Kitsap County,Washington,98546
Kittitas County,Washington,69928
Klickitat County,Washington,70400
Lewis County,Washington,69690
Lincoln County,Washington,71227
Mason County,Washington,78359
Okanogan County,Washington,60293
Pacific County,Washington,62350
Pend Oreille County,Washington,63750
Pierce County,Washington,96632
San Juan County,Washington,83682
Skagit County,Washington,85474
Skamania County,Washington,90085
Snohomish County,Washington,107982
Spokane County,Washington,73513
Stevens County,Washington,67405
Thurston County,Washington,93985
Wahkiakum County,Washington,57091
Walla Walla County,Washington,72212
Whatcom County,Washington,80989
Whitman County,Washington,52893
Yakima County,Washington,68015
Barbour County,West Virginia,48347
Berkeley County,West Virginia,77329
Boone County,West Virginia,56152
Braxton County,West Virginia,44449
Brooke County,West Virginia,52116
Cabell County,West Virginia,52828
Calhoun County,West Virginia,41421
Clay County,West Virginia,42790
Doddridge County,West Virginia,61164
Fayette County,West Virginia,52672
Gilmer County,West Virginia,50991
Grant County,West Virginia,61530
Greenbrier County,West Virginia,48662
Hampshire County,West Virginia,60299
Hancock County,West Virginia,61017
Hardy County,West Virginia,49302
Harrison County,West Virginia,58326
Jackson County,West Virginia,55671
Jefferson County,West Virginia,95523
Kanawha County,West Virginia,58887
Lewis County,West Virginia,52279
Lincoln County,West Virginia,48593
Logan County,West Virginia,47237
McDowell County,West Virginia,29980
Marion County,West Virginia,67537
Marshall County,West Virginia,60329
Mason County,West Virginia,53454
Mercer County,West Virginia,47799
Mineral County,West Virginia,68049
Mingo County,West Virginia,39527
Monongalia County,West Virginia,62704
Monroe County,West Virginia,54508
Morgan County,West Virginia,63805
Nicholas County,West Virginia,49280
Ohio County,West Virginia,57867
Pendleton County,West Virginia,61738
Pleasants County,West Virginia,61038
Pocahontas County,West Virginia,41200
Preston County,West Virginia,61373
Putnam County,West Virginia,77871
Raleigh County,West Virginia,52055
Randolph County,West Virginia,55057
Ritchie County,West Virginia,50256
Roane County,West Virginia,45194
Summers County,West Virginia,42544
Taylor County,West Virginia,56807
Tucker County,West Virginia,53475
Tyler County,West Virginia,58293
Upshur County,West Virginia,51859
Wayne County,West Virginia,55539
Webster County,West Virginia,42061
Wetzel County,West Virginia,53341
Wirt County,West Virginia,54688
Wood County,West Virginia,56193
Wyoming County,West Virginia,48038
Adams County,Wisconsin,59153
Ashland County,Wisconsin,57645
Barron County,Wisconsin,64619
Bayfield County,Wisconsin,69609
Brown County,Wisconsin,77490
Buffalo County,Wisconsin,68722
Burnett County,Wisconsin,61664
Calumet County,Wisconsin,87700
Chippewa County,Wisconsin,74009
Clark County,Wisconsin,66250
Columbia County,Wisconsin,82792
Crawford County,Wisconsin,63496
Dane County,Wisconsin,88108
Dodge County,Wisconsin,73992
Door County,Wisconsin,71785
Douglas County,Wisconsin,72579
Dunn County,Wisconsin,71785
Eau Claire County,Wisconsin,71834
Florence County,Wisconsin,62786
Fond du Lac County,Wisconsin,73154
Forest County,Wisconsin,59727
Grant County,Wisconsin,64349
Green County,Wisconsin,80248
Green Lake County,Wisconsin,66917
Iowa County,Wisconsin,83372
Iron County,Wisconsin,59058
Jackson County,Wisconsin,65508
Jefferson County,Wisconsin,80604
Juneau County,Wisconsin,65150
Kenosha County,Wisconsin,79412
Kewaunee County,Wisconsin,80085
La Crosse County,Wisconsin,70704
Lafayette County,Wisconsin,72091
Langlade County,Wisconsin,57258
Lincoln County,Wisconsin,67726
Manitowoc County,Wisconsin,68611
Marathon County,Wisconsin,76185
Marinette County,Wisconsin,63401
Marquette County,Wisconsin,63471
Menominee County,Wisconsin,59528
Milwaukee County,Wisconsin,62118
Monroe County,Wisconsin,68213
Oconto County,Wisconsin,75886
Oneida County,Wisconsin,69621
Outagamie County,Wisconsin,82857
Ozaukee County,Wisconsin,96734
Pepin County,Wisconsin,74536
Pierce County,Wisconsin,88802
Polk County,Wisconsin,76208
Portage County,Wisconsin,73284
Price County,Wisconsin,58720
Racine County,Wisconsin,75331
Richland County,Wisconsin,62649
Rock County,Wisconsin,74390
Rusk County,Wisconsin,58322
St. Croix County,Wisconsin,102482
Sauk County,Wisconsin,77648
Sawyer County,Wisconsin,59055
Shawano County,Wisconsin,67032
Sheboygan County,Wisconsin,71898
Taylor County,Wisconsin,63142
Trempealeau County,Wisconsin,71295
Vernon County,Wisconsin,69556
Vilas County,Wisconsin,67132
Walworth County,Wisconsin,77359
Washburn County,Wisconsin,61270
Washington County,Wisconsin,95851
Waukesha County,Wisconsin,104100
Waupaca County,Wisconsin,71189
Waushara County,Wisconsin,64968
Winnebago County,Wisconsin,72873
Wood County,Wisconsin,66417
Albany County,Wyoming,59881
Big Horn County,Wyoming,60547
Campbell County,Wyoming,95253
Carbon County,Wyoming,66721
Converse County,Wyoming,79164
Crook County,Wyoming,71209
Fremont County,Wyoming,64646
Goshen County,Wyoming,64882
Hot Springs County,Wyoming,64375
Johnson County,Wyoming,63905
Laramie County,Wyoming,77884
Lincoln County,Wyoming,86092
Natrona County,Wyoming,71247
Niobrara County,Wyoming,48987
Park County,Wyoming,70533
Platte County,Wyoming,66299
Sheridan County,Wyoming,70855
Sublette County,Wyoming,82791
Sweetwater County,Wyoming,76464
Teton County,Wyoming,112681
Uinta County,Wyoming,82672
Washakie County,Wyoming,62648
Weston County,Wyoming,87545
Adjuntas Municipio,Puerto Rico,18605
Aguada Municipio,Puerto Rico,21694
Aguadilla Municipio,Puerto Rico,19826
Aguas Buenas Municipio,Puerto Rico,22361
Aibonito Municipio,Puerto Rico,21714
Añasco Municipio,Puerto Rico,23591
Arecibo Municipio,Puerto Rico,23175
Arroyo Municipio,Puerto Rico,18931
Barceloneta Municipio,Puerto Rico,21750
Barranquitas Municipio,Puerto Rico,22167
Bayamón Municipio,Puerto Rico,30729
Cabo Rojo Municipio,Puerto Rico,25720
Caguas Municipio,Puerto Rico,30113
Camuy Municipio,Puerto Rico,26094
Canóvanas Municipio,Puerto Rico,27278
Carolina Municipio,Puerto Rico,35126
Cataño Municipio,Puerto Rico,24307
Cayey Municipio,Puerto Rico,28461
Ceiba Municipio,Puerto Rico,23204
Ciales Municipio,Puerto Rico,20614
Cidra Municipio,Puerto Rico,27149
Coamo Municipio,Puerto Rico,20797
Comerío Municipio,Puerto Rico,17254
Corozal Municipio,Puerto Rico,23933
Culebra Municipio,Puerto Rico,27614
Dorado Municipio,Puerto Rico,33388
Fajardo Municipio,Puerto Rico,25170
Florida Municipio,Puerto Rico,21213
Guánica Municipio,Puerto Rico,16210
Guayama Municipio,Puerto Rico,20273
Guayanilla Municipio,Puerto Rico,21400
Guaynabo Municipio,Puerto Rico,46048
Gurabo Municipio,Puerto Rico,39532
Hatillo Municipio,Puerto Rico,28001
Hormigueros Municipio,Puerto Rico,24862
Humacao Municipio,Puerto Rico,26083
Isabela Municipio,Puerto Rico,20484
Jayuya Municipio,Puerto Rico,18413
Juana Díaz Municipio,Puerto Rico,23823
Juncos Municipio,Puerto Rico,28196
Lajas Municipio,Puerto Rico,18920
Lares Municipio,Puerto Rico,19323
Las Marías Municipio,Puerto Rico,16170
Las Piedras Municipio,Puerto Rico,25697
Loíza Municipio,Puerto Rico,22500
Luquillo Municipio,Puerto Rico,23769
Manatí Municipio,Puerto Rico,20352
Maricao Municipio,Puerto Rico,20541
Maunabo Municipio,Puerto Rico,19363
Mayagüez Municipio,Puerto Rico,17963
Moca Municipio,Puerto Rico,21415
Morovis Municipio,Puerto Rico,23010
Naguabo Municipio,Puerto Rico,21416
Naranjito Municipio,Puerto Rico,21399
Orocovis Municipio,Puerto Rico,19062
Patillas Municipio,Puerto Rico,23422
Peñuelas Municipio,Puerto Rico,20959
Ponce Municipio,Puerto Rico,18827
Quebradillas Municipio,Puerto Rico,23624
Rincón Municipio,Puerto Rico,25223
Río Grande Municipio,Puerto Rico,26745
Sabana Grande Municipio,Puerto Rico,20564
Salinas Municipio,Puerto Rico,21611
San Germán Municipio,Puerto Rico,17921
San Juan Municipio,Puerto Rico,26981
San Lorenzo Municipio,Puerto Rico,21320
San Sebastián Municipio,Puerto Rico,17834
Santa Isabel Municipio,Puerto Rico,23197
Toa Alta Municipio,Puerto Rico,33349
Toa Baja Municipio,Puerto Rico,29648
Trujillo Alto Municipio,Puerto Rico,38773
Utuado Municipio,Puerto Rico,17624
Vega Alta Municipio,Puerto Rico,25235
Vega Baja Municipio,Puerto Rico,23877
Vieques Municipio,Puerto Rico,17531
Villalba Municipio,Puerto Rico,24882
Yabucoa Municipio,Puerto Rico,21279
Yauco Municipio,Puerto Rico,21918
