county_name,state_name,state,is_desert
Kane County,Illinois,IL,False
Russell County,Kentucky,KY,False
Swift County,Minnesota,MN,False
Wright County,Missouri,MO,False
Saline County,Nebraska,NE,False
Hand County,South Dakota,SD,True
Clark County,South Dakota,SD,False
Miner County,South Dakota,SD,False
Campbell County,South Dakota,SD,False
Chattahoochee County,Georgia,GA,False
Crawford County,Illinois,IL,False
St. Joseph County,Indiana,IN,False
Logan County,Illinois,IL,False
Dallas County,Missouri,MO,False
Frontier County,Nebraska,NE,False
Salem city,Virginia,VA,False
LaGrange County,Indiana,IN,False
Allen Parish,Louisiana,LA,False
Penobscot County,Maine,ME,False
Eaton County,Michigan,MI,False
Crawford County,Arkansas,AR,False
Woodbury County,Iowa,IA,False
Tuscaloosa County,Alabama,AL,False
Red Willow County,Nebraska,NE,False
Cheyenne County,Nebraska,NE,True
Hillsdale County,Michigan,MI,False
Poweshiek County,Iowa,IA,False
Lapeer County,Michigan,MI,False
Kalamazoo County,Michigan,MI,False
Wexford County,Michigan,MI,False
Becker County,Minnesota,MN,False
Conejos County,Colorado,CO,False
Pemiscot County,Missouri,MO,False
Clinton County,New York,NY,False
Grayson County,Texas,TX,False
Newport News city,Virginia,VA,False
Bingham County,Idaho,ID,False
Johnson County,Illinois,IL,False
Marshall County,Illinois,IL,False
Guadalupe County,New Mexico,NM,True
Yates County,New York,NY,False
Montgomery County,Mississippi,MS,False
Granville County,North Carolina,NC,False
Woods County,Oklahoma,OK,False
Chesapeake city,Virginia,VA,False
Alexandria city,Virginia,VA,False
Pend Oreille County,Washington,WA,True
Uinta County,Wyoming,WY,True
Ogle County,Illinois,IL,False
Hendricks County,Indiana,IN,False
Tipton County,Indiana,IN,False
Fulton County,Indiana,IN,False
Simpson County,Mississippi,MS,False
Prentiss County,Mississippi,MS,False
Panola County,Mississippi,MS,False
Lawrence County,Pennsylvania,PA,False
Ste. Genevieve County,Missouri,MO,False
St. Louis city,Missouri,MO,False
Douglas County,Wisconsin,WI,False
Johnson County,Arkansas,AR,False
DeKalb County,Indiana,IN,False
Pocahontas County,Iowa,IA,False
Story County,Iowa,IA,False
Black Hawk County,Iowa,IA,False
Mahaska County,Iowa,IA,False
Franklin County,Mississippi,MS,False
Jefferson County,Mississippi,MS,False
Hitchcock County,Nebraska,NE,False
Knox County,Nebraska,NE,False
Dakota County,Nebraska,NE,False
Iowa County,Wisconsin,WI,False
Warren County,Iowa,IA,False
Henry County,Iowa,IA,False
Carroll County,Iowa,IA,False
Madison County,Iowa,IA,False
Cherokee County,Iowa,IA,False
Morgan County,Missouri,MO,False
Dawson County,Montana,MT,False
Fallon County,Montana,MT,True
Nemaha County,Nebraska,NE,False
Hillsborough County,New Hampshire,NH,False
Reno County,Kansas,KS,False
Logan County,Kansas,KS,True
Neosho County,Kansas,KS,False
Harvey County,Kansas,KS,False
Allen County,Kansas,KS,False
Dodge County,Nebraska,NE,False
Burt County,Nebraska,NE,False
Vermilion County,Illinois,IL,False
Kankakee County,Illinois,IL,False
Cherokee County,Kansas,KS,False
Rawlins County,Kansas,KS,True
Barren County,Kentucky,KY,False
Custer County,Nebraska,NE,True
Dawes County,Nebraska,NE,False
Wheeler County,Nebraska,NE,True
McPherson County,Nebraska,NE,False
Crawford County,Kansas,KS,False
Vermillion County,Indiana,IN,False
Cloud County,Kansas,KS,False
Lyon County,Kentucky,KY,False
Montgomery County,Kentucky,KY,False
Bland County,Virginia,VA,False
Wythe County,Virginia,VA,False
Gage County,Nebraska,NE,False
Marion County,Illinois,IL,False
Fremont County,Iowa,IA,False
Hickman County,Kentucky,KY,False
Assumption Parish,Louisiana,LA,False
Greene County,Virginia,VA,False
Pottawattamie County,Iowa,IA,False
Clayton County,Iowa,IA,False
Lincoln Parish,Louisiana,LA,False
St. James Parish,Louisiana,LA,False
Roscommon County,Michigan,MI,False
Clearwater County,Minnesota,MN,False
Richmond city,Virginia,VA,False
Nottoway County,Virginia,VA,False
DeKalb County,Illinois,IL,False
Nobles County,Minnesota,MN,False
Williamson County,Illinois,IL,False
Ford County,Illinois,IL,False
Hubbard County,Minnesota,MN,False
Sherburne County,Minnesota,MN,False
Colonial Heights city,Virginia,VA,False
Dodge County,Wisconsin,WI,False
Chippewa County,Wisconsin,WI,True
Clinton County,Kentucky,KY,False
Walker County,Alabama,AL,False
Gunnison County,Colorado,CO,False
Elbert County,Colorado,CO,False
Beltrami County,Minnesota,MN,False
Union County,Mississippi,MS,False
Forrest County,Mississippi,MS,False
Covington County,Mississippi,MS,False
Forest County,Wisconsin,WI,True
Dunn County,Wisconsin,WI,False
Cotton County,Oklahoma,OK,False
Dutchess County,New York,NY,False
Coffee County,Georgia,GA,False
Jasper County,Mississippi,MS,False
Clay County,Missouri,MO,False
Webster County,Missouri,MO,False
Gentry County,Missouri,MO,False
Lee County,Alabama,AL,False
Garfield County,Colorado,CO,True
Northeastern Connecticut Planning Region,Connecticut,CT,False
Wilson County,Texas,TX,False
Shawano County,Wisconsin,WI,False
Tippecanoe County,Indiana,IN,False
Tama County,Iowa,IA,False
Butts County,Georgia,GA,False
Forsyth County,Georgia,GA,False
Christian County,Missouri,MO,False
Andrew County,Missouri,MO,False
Jackson County,Florida,FL,False
Jackson County,Illinois,IL,False
Butler County,Iowa,IA,False
Floyd County,Iowa,IA,False
Jones County,Iowa,IA,False
Jackson County,Kansas,KS,False
Haskell County,Kansas,KS,False
Trego County,Kansas,KS,False
Spalding County,Georgia,GA,False
Candler County,Georgia,GA,False
Warren County,Missouri,MO,False
Cooper County,Missouri,MO,False
Iron County,Missouri,MO,False
Adams County,Illinois,IL,False
Yellowstone County,Montana,MT,False
Comanche County,Kansas,KS,False
Jessamine County,Kentucky,KY,False
Pendleton County,Kentucky,KY,False
Irwin County,Georgia,GA,False
Turner County,Georgia,GA,False
Stillwater County,Montana,MT,False
Treasure County,Montana,MT,False
Toole County,Montana,MT,True
Allamakee County,Iowa,IA,False
Simpson County,Kentucky,KY,False
Dane County,Wisconsin,WI,False
Trigg County,Kentucky,KY,False
Polk County,Tennessee,TN,False
Pickett County,Tennessee,TN,False
Evans County,Georgia,GA,False
Baker County,Georgia,GA,False
Clay County,Nebraska,NE,False
Stanton County,Nebraska,NE,False
Brown County,Nebraska,NE,True
Mineral County,Nevada,NV,True
Butler County,Ohio,OH,False
Houston County,Minnesota,MN,False
Lincoln County,Idaho,ID,False
Grundy County,Iowa,IA,False
O'Brien County,Iowa,IA,False
Ness County,Kansas,KS,False
Perry County,Mississippi,MS,False
Monroe County,Missouri,MO,False
Lafayette County,Missouri,MO,False
Cuming County,Nebraska,NE,False
Cheyenne County,Kansas,KS,True
Adair County,Missouri,MO,True
Phelps County,Nebraska,NE,False
Fulton County,New York,NY,False
Lawrence County,Tennessee,TN,False
Richardson County,Nebraska,NE,False
Hardin County,Illinois,IL,False
Crawford County,Ohio,OH,False
Lincoln County,Oklahoma,OK,False
Walworth County,South Dakota,SD,True
Jones County,Texas,TX,False
Shackelford County,Texas,TX,False
Columbia County,Pennsylvania,PA,False
Brule County,South Dakota,SD,True
Carver County,Minnesota,MN,False
Marion County,Mississippi,MS,False
Clay County,Mississippi,MS,False
Carter County,Missouri,MO,False
Box Butte County,Nebraska,NE,False
Appanoose County,Iowa,IA,False
Fulton County,Kentucky,KY,False
Saline County,Kansas,KS,False
Bristol city,Virginia,VA,False
Beaver County,Oklahoma,OK,True
Franklin County,Vermont,VT,False
Marshall County,West Virginia,WV,False
Burnett County,Wisconsin,WI,False
Jerome County,Idaho,ID,True
Waynesboro city,Virginia,VA,False
Lincoln County,Wisconsin,WI,True
Cleburne County,Alabama,AL,False
Gem County,Idaho,ID,False
Forsyth County,North Carolina,NC,False
Lassen County,California,CA,False
St. Johns County,Florida,FL,False
Real County,Texas,TX,False
Kingfisher County,Oklahoma,OK,False
Missaukee County,Michigan,MI,False
McKinley County,New Mexico,NM,True
Creek County,Oklahoma,OK,False
Franklin County,North Carolina,NC,False
Ross County,Ohio,OH,False
Grant County,South Dakota,SD,False
Fillmore County,Minnesota,MN,False
Marion County,Missouri,MO,False
Aurora County,South Dakota,SD,False
Newton County,Indiana,IN,False
Allegan County,Michigan,MI,False
Hawkins County,Tennessee,TN,False
Greensville County,Virginia,VA,False
Pitkin County,Colorado,CO,False
Iredell County,North Carolina,NC,False
Blair County,Pennsylvania,PA,False
Stevens County,Kansas,KS,False
Greeley County,Kansas,KS,True
Crook County,Wyoming,WY,False
Jennings County,Indiana,IN,False
Major County,Oklahoma,OK,False
Stephens County,Georgia,GA,False
Hancock County,Maine,ME,False
Karnes County,Texas,TX,False
Ingham County,Michigan,MI,False
Comanche County,Oklahoma,OK,False
Bartholomew County,Indiana,IN,False
Unicoi County,Tennessee,TN,False
Yakima County,Washington,WA,False
El Paso County,Colorado,CO,False
Venango County,Pennsylvania,PA,False
Clay County,South Dakota,SD,False
Putnam County,Ohio,OH,False
Lincoln County,Colorado,CO,True
Montgomery County,Iowa,IA,False
Edwards County,Kansas,KS,False
Ogemaw County,Michigan,MI,False
Hidalgo County,New Mexico,NM,True
Louisa County,Iowa,IA,False
Upson County,Georgia,GA,False
Lafayette County,Mississippi,MS,False
Sullivan County,Missouri,MO,False
Pierce County,Nebraska,NE,False
Lancaster County,Nebraska,NE,False
Valley County,Nebraska,NE,True
Washington County,North Carolina,NC,False
Boone County,Kentucky,KY,False
Pawnee County,Nebraska,NE,False
Athens County,Ohio,OH,False
Jersey County,Illinois,IL,False
Jefferson County,Illinois,IL,False
Douglas County,Illinois,IL,False
Columbia County,Oregon,OR,False
Wahkiakum County,Washington,WA,False
Washington County,Vermont,VT,False
Falls Church city,Virginia,VA,False
Coos County,Oregon,OR,True
Roberts County,South Dakota,SD,False
Flagler County,Florida,FL,False
Hart County,Georgia,GA,False
Smith County,Kansas,KS,True
Dubois County,Indiana,IN,False
Marshall County,Iowa,IA,False
Morris County,Kansas,KS,False
Stafford County,Kansas,KS,False
Marathon County,Wisconsin,WI,True
Henry County,Alabama,AL,False
Shelby County,Illinois,IL,False
Zapata County,Texas,TX,False
Windham County,Vermont,VT,False
Rio Grande County,Colorado,CO,False
Washington County,Arkansas,AR,False
Kiowa County,Colorado,CO,False
Bernalillo County,New Mexico,NM,False
Brown County,South Dakota,SD,False
Bradley County,Tennessee,TN,False
Payette County,Idaho,ID,False
Ray County,Missouri,MO,False
Coffee County,Alabama,AL,True
Terrebonne Parish,Louisiana,LA,True
Polk County,Iowa,IA,False
Ochiltree County,Texas,TX,False
Montgomery County,Ohio,OH,False
Gaston County,North Carolina,NC,False
Rolette County,North Dakota,ND,False
Cooke County,Texas,TX,False
Morgan County,Colorado,CO,True
Glades County,Florida,FL,False
Morgan County,Tennessee,TN,False
Dawson County,Texas,TX,False
Scioto County,Ohio,OH,False
Clark County,Missouri,MO,False
Cavalier County,North Dakota,ND,False
Daggett County,Utah,UT,True
Arlington County,Virginia,VA,False
Fulton County,Ohio,OH,False
Ellis County,Oklahoma,OK,True
Dougherty County,Georgia,GA,False
Clarke County,Georgia,GA,False
Adams County,Pennsylvania,PA,False
Pine County,Minnesota,MN,True
Sheboygan County,Wisconsin,WI,False
Ben Hill County,Georgia,GA,False
Ontonagon County,Michigan,MI,False
Calhoun County,Georgia,GA,False
Belknap County,New Hampshire,NH,False
Randall County,Texas,TX,True
Haskell County,Texas,TX,False
Lampasas County,Texas,TX,False
Kinney County,Texas,TX,False
Sanpete County,Utah,UT,True
Peach County,Georgia,GA,False
Greene County,Illinois,IL,False
Hamilton County,Iowa,IA,False
Roseau County,Minnesota,MN,False
Tishomingo County,Mississippi,MS,False
Worth County,Missouri,MO,False
Dundy County,Nebraska,NE,True
Tuscarawas County,Ohio,OH,False
Paulding County,Ohio,OH,False
Haskell County,Oklahoma,OK,False
Taylor County,West Virginia,WV,False
Wapello County,Iowa,IA,False
Marion County,Kansas,KS,False
Rooks County,Kansas,KS,False
Metcalfe County,Kentucky,KY,False
Warrick County,Indiana,IN,False
Peoria County,Illinois,IL,False
Webster County,Iowa,IA,False
Woodson County,Kansas,KS,False
Ellsworth County,Kansas,KS,False
Calloway County,Kentucky,KY,False
Dooly County,Georgia,GA,False
Minidoka County,Idaho,ID,True
Gove County,Kansas,KS,True
St. John the Baptist Parish,Louisiana,LA,False
Watonwan County,Minnesota,MN,False
Jefferson Davis County,Mississippi,MS,False
Caldwell County,Missouri,MO,False
Dubuque County,Iowa,IA,False
Republic County,Kansas,KS,True
Todd County,Kentucky,KY,False
Franklin County,Tennessee,TN,False
Oldham County,Texas,TX,False
Bennington County,Vermont,VT,False
Washington County,Missouri,MO,False
Merrick County,Nebraska,NE,False
Kearney County,Nebraska,NE,False
Johnson County,Nebraska,NE,False
Boone County,Nebraska,NE,False
Wyoming County,New York,NY,False
Christian County,Kentucky,KY,True
Lawrence County,Indiana,IN,False
Wells County,Indiana,IN,False
Clay County,Iowa,IA,False
Kenosha County,Wisconsin,WI,False
Polk County,Wisconsin,WI,False
Washburn County,Wisconsin,WI,False
McHenry County,Illinois,IL,False
Cowley County,Kansas,KS,False
Blackford County,Indiana,IN,False
Jackson County,Ohio,OH,False
Fulton County,Pennsylvania,PA,False
Abbeville County,South Carolina,SC,False
Ottawa County,Kansas,KS,False
Clay County,Kansas,KS,False
Grant County,Kentucky,KY,False
Franklin County,Washington,WA,False
Oneida County,Wisconsin,WI,True
Drew County,Arkansas,AR,False
Mineral County,Colorado,CO,True
Coles County,Illinois,IL,False
Jefferson County,Tennessee,TN,False
Shawnee County,Kansas,KS,False
Albany County,Wyoming,WY,True
Monroe County,Georgia,GA,False
Sully County,South Dakota,SD,True
Dallas County,Texas,TX,False
Coleman County,Texas,TX,False
Warren County,Tennessee,TN,False
Trousdale County,Tennessee,TN,False
Parker County,Texas,TX,False
Natchitoches Parish,Louisiana,LA,True
Rice County,Minnesota,MN,False
Escambia County,Alabama,AL,False
Llano County,Texas,TX,True
Brooks County,Texas,TX,False
Greenlee County,Arizona,AZ,True
Rockwall County,Texas,TX,False
Callahan County,Texas,TX,False
Falls County,Texas,TX,False
Hettinger County,North Dakota,ND,False
Santa Cruz County,Arizona,AZ,True
Chattooga County,Georgia,GA,False
Iroquois County,Illinois,IL,False
Barton County,Kansas,KS,False
Piute County,Utah,UT,True
Fond du Lac County,Wisconsin,WI,False
Fulton County,Arkansas,AR,False
Doña Ana County,New Mexico,NM,False
Caswell County,North Carolina,NC,False
Wayne County,Ohio,OH,False
Portage County,Ohio,OH,False
Garfield County,Oklahoma,OK,False
Kern County,California,CA,True
Scott County,Indiana,IN,False
Hot Springs County,Wyoming,WY,False
Nowata County,Oklahoma,OK,False
Kent County,Rhode Island,RI,False
Greene County,Mississippi,MS,False
Berks County,Pennsylvania,PA,False
Beadle County,South Dakota,SD,True
Wadena County,Minnesota,MN,False
Lawrence County,Alabama,AL,False
Hunt County,Texas,TX,False
Sheridan County,Nebraska,NE,False
Madison County,Illinois,IL,False
Webster County,Mississippi,MS,False
Phelps County,Missouri,MO,True
Audrain County,Missouri,MO,False
