county_name,state_name,population_18_24
Spotsylvania County,Virginia,134166
Stafford County,Virginia,159247
Surry County,Virginia,4683
Sussex County,Virginia,8687
Tazewell County,Virginia,32615
Warren County,Virginia,35570
Washington County,Virginia,41396
Westmoreland County,Virginia,13914
Wise County,Virginia,29822
Wythe County,Virginia,22258
York County,Virginia,66006
Alexandria city,Virginia,133628
Bristol city,Virginia,14500
Buena Vista city,Virginia,6714
Charlottesville city,Virginia,47332
Chesapeake city,Virginia,236524
Colonial Heights city,Virginia,16588
Covington city,Virginia,5082
Danville city,Virginia,37217
Emporia city,Virginia,5516
Fairfax city,Virginia,22718
Falls Church city,Virginia,13585
Franklin city,Virginia,7218
Fredericksburg city,Virginia,30121
Galax city,Virginia,5746
Hampton city,Virginia,128472
Harrisonburg city,Virginia,62887
Hopewell city,Virginia,21706
Lexington city,Virginia,9321
Lynchburg city,Virginia,89007
Manassas city,Virginia,42082
Manassas Park city,Virginia,17148
Martinsville city,Virginia,13169
Newport News city,Virginia,182690
Norfolk city,Virginia,237123
Norton city,Virginia,3266
Petersburg city,Virginia,29909
Poquoson city,Virginia,11001
Portsmouth city,Virginia,91362
Radford city,Virginia,21364
Richmond city,Virginia,211148
Roanoke city,Virginia,88323
Salem city,Virginia,23279
Staunton city,Virginia,22100
Suffolk city,Virginia,87947
Virginia Beach city,Virginia,419994
Waynesboro city,Virginia,20015
Williamsburg city,Virginia,19245
Winchester city,Virginia,26692
Adams County,Washington,23523
Asotin County,Washington,17980
Benton County,Washington,206050
Chelan County,Washington,70923
Clallam County,Washington,55298
Clark County,Washington,467123
Columbia County,Washington,2783
Cowlitz County,Washington,97552
Douglas County,Washington,41197
Ferry County,Washington,5021
Franklin County,Washington,107972
Garfield County,Washington,1681
Grant County,Washington,103384
Grays Harbor County,Washington,61601
Island County,Washington,69388
Jefferson County,Washington,18390
King County,Washington,2053026
Kitsap County,Washington,241109
Kittitas County,Washington,42354
Klickitat County,Washington,17387
Lewis County,Washington,70616
Lincoln County,Washington,8999
Mason County,Washington,53292
Okanogan County,Washington,35738
Pacific County,Washington,15586
Pend Oreille County,Washington,10604
Pierce County,Washington,870697
San Juan County,Washington,10964
Skagit County,Washington,110353
Skamania County,Washington,8826
Snohomish County,Washington,751663
Spokane County,Washington,498315
Stevens County,Washington,37863
Thurston County,Washington,260850
Wahkiakum County,Washington,3209
Walla Walla County,Washington,59696
Whatcom County,Washington,211789
Whitman County,Washington,57178
Yakima County,Washington,267237
Barbour County,West Virginia,13868
Berkeley County,West Virginia,113411
Boone County,West Virginia,17326
Braxton County,West Virginia,9659
Brooke County,West Virginia,17669
Cabell County,West Virginia,87118
Calhoun County,West Virginia,4569
Clay County,West Virginia,6626
Doddridge County,West Virginia,6051
Fayette County,West Virginia,32512
Gilmer County,West Virginia,6347
Grant County,West Virginia,8491
Greenbrier County,West Virginia,25679
Hampshire County,West Virginia,17186
Hancock County,West Virginia,22615
Hardy County,West Virginia,10820
Harrison County,West Virginia,55491
Jackson County,West Virginia,23359
Jefferson County,West Virginia,51023
Kanawha County,West Virginia,147340
Lewis County,West Virginia,14078
Lincoln County,West Virginia,16812
Logan County,West Virginia,26315
McDowell County,West Virginia,14529
Marion County,West Virginia,49997
Marshall County,West Virginia,23468
Mason County,West Virginia,20784
Mercer County,West Virginia,49641
Mineral County,West Virginia,21893
Mingo County,West Virginia,19073
Monongalia County,West Virginia,111827
Monroe County,West Virginia,9618
Morgan County,West Virginia,12379
Nicholas County,West Virginia,19318
Ohio County,West Virginia,36198
Pendleton County,West Virginia,4701
Pleasants County,West Virginia,6407
Pocahontas County,West Virginia,5805
Preston County,West Virginia,27456
Putnam County,West Virginia,49332
Raleigh County,West Virginia,62867
Randolph County,West Virginia,22381
Ritchie County,West Virginia,6524
Roane County,West Virginia,11103
Summers County,West Virginia,8363
Taylor County,West Virginia,13430
Tucker County,West Virginia,4554
Tyler County,West Virginia,6193
Upshur County,West Virginia,20857
Wayne County,West Virginia,31499
Webster County,West Virginia,6355
Wetzel County,West Virginia,11649
Wirt County,West Virginia,4121
Wood County,West Virginia,69778
Wyoming County,West Virginia,16988
Adams County,Wisconsin,13227
Ashland County,Wisconsin,13810
Barron County,Wisconsin,38819
Bayfield County,Wisconsin,10942
Brown County,Wisconsin,250925
Buffalo County,Wisconsin,10763
Burnett County,Wisconsin,11012
Calumet County,Wisconsin,46214
Chippewa County,Wisconsin,56778
Clark County,Wisconsin,34064
Columbia County,Wisconsin,49030
Crawford County,Wisconsin,12648
Dane County,Wisconsin,551968
Dodge County,Wisconsin,74899
Door County,Wisconsin,20581
Douglas County,Wisconsin,37097
Dunn County,Wisconsin,45397
Eau Claire County,Wisconsin,105252
Florence County,Wisconsin,2978
Fond du Lac County,Wisconsin,90163
Forest County,Wisconsin,6962
Grant County,Wisconsin,50992
Green County,Wisconsin,31267
Green Lake County,Wisconsin,15792
Iowa County,Wisconsin,19802
Iron County,Wisconsin,4041
Jackson County,Wisconsin,17451
Jefferson County,Wisconsin,75474
Juneau County,Wisconsin,20839
Kenosha County,Wisconsin,153667
Kewaunee County,Wisconsin,17213
La Crosse County,Wisconsin,117075
Lafayette County,Wisconsin,15064
Langlade County,Wisconsin,14822
Lincoln County,Wisconsin,20709
Manitowoc County,Wisconsin,66316
Marathon County,Wisconsin,121665
Marinette County,Wisconsin,32194
Marquette County,Wisconsin,11471
Menominee County,Wisconsin,4317
Milwaukee County,Wisconsin,896881
Monroe County,Wisconsin,42235
Oconto County,Wisconsin,30193
Oneida County,Wisconsin,26547
Outagamie County,Wisconsin,175742
Ozaukee County,Wisconsin,78524
Pepin County,Wisconsin,5952
Pierce County,Wisconsin,40641
Polk County,Wisconsin,35886
Portage County,Wisconsin,66759
Price County,Wisconsin,9923
Racine County,Wisconsin,174838
Richland County,Wisconsin,14091
Rock County,Wisconsin,146953
Rusk County,Wisconsin,10748
St. Croix County,Wisconsin,85501
Sauk County,Wisconsin,57193
Sawyer County,Wisconsin,12954
Shawano County,Wisconsin,33225
Sheboygan County,Wisconsin,102956
Taylor County,Wisconsin,16929
Trempealeau County,Wisconsin,28055
Vernon County,Wisconsin,27518
Vilas County,Wisconsin,15325
Walworth County,Wisconsin,95229
Washburn County,Wisconsin,11973
Washington County,Wisconsin,115153
Waukesha County,Wisconsin,345943
Waupaca County,Wisconsin,41748
Waushara County,Wisconsin,18026
Winnebago County,Wisconsin,158073
Wood County,Wisconsin,61961
Albany County,Wyoming,43153
Big Horn County,Wyoming,10384
Campbell County,Wyoming,45863
Carbon County,Wyoming,12694
Converse County,Wyoming,12154
Crook County,Wyoming,6117
Fremont County,Wyoming,36099
Goshen County,Wyoming,10451
Hot Springs County,Wyoming,3723
Johnson County,Wyoming,6908
Laramie County,Wyoming,93115
Lincoln County,Wyoming,18252
Natrona County,Wyoming,74219
Niobrara County,Wyoming,1823
Park County,Wyoming,24771
Platte County,Wyoming,6750
Sheridan County,Wyoming,26918
Sublette County,Wyoming,7309
Sweetwater County,Wyoming,40486
Teton County,Wyoming,19348
Uinta County,Wyoming,20091
Washakie County,Wyoming,6729
Weston County,Wyoming,5682
Adjuntas Municipio,Puerto Rico,14768
Aguada Municipio,Puerto Rico,29757
Aguadilla Municipio,Puerto Rico,45071
Aguas Buenas Municipio,Puerto Rico,19970
Aibonito Municipio,Puerto Rico,19511
Añasco Municipio,Puerto Rico,20656
Arecibo Municipio,Puerto Rico,71604
Arroyo Municipio,Puerto Rico,13378
Barceloneta Municipio,Puerto Rico,19528
Barranquitas Municipio,Puerto Rico,25893
Bayamón Municipio,Puerto Rico,153716
Cabo Rojo Municipio,Puerto Rico,37387
Caguas Municipio,Puerto Rico,105412
Camuy Municipio,Puerto Rico,26499
Canóvanas Municipio,Puerto Rico,35759
Carolina Municipio,Puerto Rico,126972
Cataño Municipio,Puerto Rico,19286
Cayey Municipio,Puerto Rico,33623
Ceiba Municipio,Puerto Rico,9018
Ciales Municipio,Puerto Rico,13616
Cidra Municipio,Puerto Rico,33137
Coamo Municipio,Puerto Rico,27060
Comerío Municipio,Puerto Rico,16123
Corozal Municipio,Puerto Rico,29474
Culebra Municipio,Puerto Rico,1229
Dorado Municipio,Puerto Rico,30885
Fajardo Municipio,Puerto Rico,26600
Florida Municipio,Puerto Rico,10554
Guánica Municipio,Puerto Rico,10915
Guayama Municipio,Puerto Rico,31763
Guayanilla Municipio,Puerto Rico,14699
Guaynabo Municipio,Puerto Rico,69908
Gurabo Municipio,Puerto Rico,34974
Hatillo Municipio,Puerto Rico,30719
Hormigueros Municipio,Puerto Rico,11795
Humacao Municipio,Puerto Rico,39940
Isabela Municipio,Puerto Rico,35021
Jayuya Municipio,Puerto Rico,12892
Juana Díaz Municipio,Puerto Rico,39982
Juncos Municipio,Puerto Rico,33106
Lajas Municipio,Puerto Rico,18116
Lares Municipio,Puerto Rico,22738
Las Marías Municipio,Puerto Rico,7386
Las Piedras Municipio,Puerto Rico,29622
Loíza Municipio,Puerto Rico,19604
Luquillo Municipio,Puerto Rico,14551
Manatí Municipio,Puerto Rico,32558
Maricao Municipio,Puerto Rico,4091
Maunabo Municipio,Puerto Rico,8194
Mayagüez Municipio,Puerto Rico,66321
Moca Municipio,Puerto Rico,31591
Morovis Municipio,Puerto Rico,24456
Naguabo Municipio,Puerto Rico,21187
Naranjito Municipio,Puerto Rico,24555
Orocovis Municipio,Puerto Rico,18276
Patillas Municipio,Puerto Rico,12268
Peñuelas Municipio,Puerto Rico,17475
Ponce Municipio,Puerto Rico,114079
Quebradillas Municipio,Puerto Rico,19745
Rincón Municipio,Puerto Rico,11213
Río Grande Municipio,Puerto Rico,38233
Sabana Grande Municipio,Puerto Rico,18432
Salinas Municipio,Puerto Rico,22049
San Germán Municipio,Puerto Rico,26013
San Juan Municipio,Puerto Rico,279424
San Lorenzo Municipio,Puerto Rico,30628
San Sebastián Municipio,Puerto Rico,31545
Santa Isabel Municipio,Puerto Rico,17865
Toa Alta Municipio,Puerto Rico,57979
Toa Baja Municipio,Puerto Rico,62714
Trujillo Alto Municipio,Puerto Rico,56349
Utuado Municipio,Puerto Rico,22303
Vega Alta Municipio,Puerto Rico,30870
Vega Baja Municipio,Puerto Rico,44608
Vieques Municipio,Puerto Rico,6425
Villalba Municipio,Puerto Rico,18443
Yabucoa Municipio,Puerto Rico,23575
Yauco Municipio,Puerto Rico,25862
