county_name,state_name,total_population,bachelor_degree_or_higher,percent_bachelor_degree_or_higher
Autauga County,Alabama,40767,11530,28.28267961831874
Baldwin County,Alabama,171988,56408,32.79763704444496
Barbour County,Alabama,17628,2021,11.464715225777173
Bibb County,Alabama,15931,1827,11.468206641139917
Blount County,Alabama,40991,6386,15.57902954307043
Bullock County,Alabama,7378,664,8.999728923827595
Butler County,Alabama,13164,1812,13.764813126709207
Calhoun County,Alabama,78627,16154,20.545105370928564
Chambers County,Alabama,24484,3571,14.585035124979578
Cherokee County,Alabama,18777,2994,15.945039143633169
Chilton County,Alabama,30747,4688,15.24701596903763
Choctaw County,Alabama,8998,1252,13.914203156256946
Clarke County,Alabama,15966,2463,15.426531379180759
Clay County,Alabama,10259,1563,15.235403060727165
Cleburne County,Alabama,10861,1978,18.211951017401713
Coffee County,Alabama,36904,7945,21.528831562974204
Colbert County,Alabama,40978,8307,20.271853189516325
Conecuh County,Alabama,8127,1067,13.129075919773594
Coosa County,Alabama,7935,1180,14.870825456836801
Covington County,Alabama,26459,4545,17.177519936505536
Crenshaw County,Alabama,9104,1530,16.805799648506152
Cullman County,Alabama,62400,11910,19.08653846153846
Dale County,Alabama,33832,6539,19.327855284937336
Dallas County,Alabama,25507,4338,17.007096091269062
DeKalb County,Alabama,48464,6727,13.880406074612084
Elmore County,Alabama,61916,15104,24.394340719684735
Escambia County,Alabama,25499,3185,12.490685909251344
Etowah County,Alabama,72570,12683,17.476918836984982
Fayette County,Alabama,11220,1750,15.597147950089127
Franklin County,Alabama,21156,3150,14.889393079977312
Geneva County,Alabama,18969,2526,13.316463703938004
Greene County,Alabama,5274,658,12.476298824421692
Hale County,Alabama,9968,1672,16.773675762439808
Henry County,Alabama,12722,2758,21.678981292249645
Houston County,Alabama,74490,16960,22.768156799570413
Jackson County,Alabama,37890,5892,15.55027711797308
Jefferson County,Alabama,454593,163366,35.93676101479785
Lamar County,Alabama,9826,1139,11.591695501730104
Lauderdale County,Alabama,64931,17586,27.084135466880227
Lawrence County,Alabama,23380,3652,15.620188195038494
Lee County,Alabama,109875,45415,41.333333333333336
Limestone County,Alabama,75594,22974,30.391300896896578
Lowndes County,Alabama,6999,971,13.873410487212459
Macon County,Alabama,11661,2418,20.735785953177256
Madison County,Alabama,272559,124533,45.690290909491154
Marengo County,Alabama,12932,2640,20.414475719146306
Marion County,Alabama,20753,2663,12.831879728232062
Marshall County,Alabama,65093,13882,21.32640990582705
Mobile County,Alabama,280248,70483,25.150224087237017
Monroe County,Alabama,13506,1534,11.357915000740412
Montgomery County,Alabama,150598,51616,34.27402754352647
Morgan County,Alabama,85093,19776,23.240454561479794
Perry County,Alabama,5211,878,16.848973325657262
Pickens County,Alabama,13612,1871,13.745224801645605
Pike County,Alabama,19352,5286,27.315006200909465
Randolph County,Alabama,15690,3219,20.51625239005736
Russell County,Alabama,40019,6744,16.85199530223144
St. Clair County,Alabama,65356,13034,19.943080971907705
Shelby County,Alabama,155808,71981,46.19852639145615
Sumter County,Alabama,7121,1355,19.028226372700463
Talladega County,Alabama,57894,9740,16.823850485369814
Tallapoosa County,Alabama,29757,5572,18.725005880969185
Tuscaloosa County,Alabama,143277,44957,31.37768099555407
Walker County,Alabama,44887,7183,16.002406041838395
Washington County,Alabama,10738,1740,16.204134848202646
Wilcox County,Alabama,6931,855,12.335882268070986
Winston County,Alabama,17058,2281,13.372024856372377
Aleutians East Borough,Alaska,2607,473,18.143459915611814
Aleutians West Census Area,Alaska,3921,687,17.521040550879878
Anchorage Municipality,Alaska,192495,72530,37.678900750668845
Bethel Census Area,Alaska,10181,1058,10.391906492486003
Bristol Bay Borough,Alaska,696,175,25.143678160919542
Chugach Census Area,Alaska,4861,1438,29.58239045463896
Copper River Census Area,Alaska,1841,522,28.354155350353068
Denali Borough,Alaska,1663,393,23.631990378833436
Dillingham Census Area,Alaska,2863,554,19.350331819769472
Fairbanks North Star Borough,Alaska,61207,20632,33.70856274609113
Haines Borough,Alaska,1581,584,36.93864642631246
Hoonah-Angoon Census Area,Alaska,1760,410,23.295454545454543
Juneau City and Borough,Alaska,22898,9264,40.45768189361516
Kenai Peninsula Borough,Alaska,42452,12477,29.3908414208989
Ketchikan Gateway Borough,Alaska,9985,2693,26.97045568352529
Kodiak Island Borough,Alaska,8456,2419,28.606906338694415
Kusilvak Census Area,Alaska,3994,230,5.758637956935403
Lake and Peninsula Borough,Alaska,652,120,18.404907975460123
Matanuska-Susitna Borough,Alaska,73088,17746,24.280319614711033
Nome Census Area,Alaska,5547,968,17.4508743464936
North Slope Borough,Alaska,7302,1090,14.927417145987402
Northwest Arctic Borough,Alaska,4084,506,12.389813907933398
Petersburg Borough,Alaska,2466,677,27.453365774533655
Prince of Wales-Hyder Census Area,Alaska,4098,696,16.98389458272328
Sitka City and Borough,Alaska,6101,2097,34.37141452220948
Skagway Municipality,Alaska,1038,288,27.74566473988439
Southeast Fairbanks Census Area,Alaska,4674,915,19.57637997432606
Wrangell City and Borough,Alaska,1515,286,18.877887788778878
Yakutat City and Borough,Alaska,398,59,14.824120603015075
Yukon-Koyukuk Census Area,Alaska,3479,445,12.791031905720034
Apache County,Arizona,42473,6485,15.26852353259718
Cochise County,Arizona,89259,24687,27.657715188384362
Coconino County,Arizona,87596,34705,39.61938901319695
Gila County,Arizona,40128,7563,18.847188995215312
Graham County,Arizona,24775,3615,14.591321897073664
Greenlee County,Arizona,6030,1231,20.414593698175786
La Paz County,Arizona,13237,1834,13.855103120042306
Maricopa County,Arizona,3053505,1094926,35.858005799892254
Mohave County,Arizona,169454,25224,14.88545563987867
Navajo County,Arizona,71809,12661,17.631494659443803
Pima County,Arizona,720400,258412,35.870627429205996
Pinal County,Arizona,317410,70307,22.150215809205758
Santa Cruz County,Arizona,31301,7534,24.069518545733363
Yavapai County,Arizona,188587,55826,29.602252541267426
Yuma County,Arizona,134669,22452,16.671988356637385
Arkansas County,Arkansas,11640,1784,15.326460481099657
Ashley County,Arkansas,13048,1589,12.178111587982833
Baxter County,Arkansas,32157,6029,18.74863948751438
Benton County,Arkansas,194531,71213,36.60753298960063
Boone County,Arkansas,26566,4333,16.310321463524808
Bradley County,Arkansas,6932,1093,15.767455279861512
Calhoun County,Arkansas,3386,613,18.103957471943296
Carroll County,Arkansas,20343,4296,21.117829228727324
Chicot County,Arkansas,6977,1202,17.228034972051024
Clark County,Arkansas,12377,3155,25.490829764886485
Clay County,Arkansas,10268,1604,15.621347876899103
Cleburne County,Arkansas,18703,3417,18.269796289365342
Cleveland County,Arkansas,5373,873,16.24790619765494
Columbia County,Arkansas,14086,2871,20.381939514411474
Conway County,Arkansas,14577,2648,18.16560334773959
Craighead County,Arkansas,71712,19912,27.766622043730475
Crawford County,Arkansas,41383,7988,19.30261218374695
Crittenden County,Arkansas,30433,5233,17.195150001642954
Cross County,Arkansas,11460,1700,14.834205933682373
Dallas County,Arkansas,4599,512,11.132854968471406
Desha County,Arkansas,7503,978,13.034786085565775
Drew County,Arkansas,10968,2559,23.331509846827135
Faulkner County,Arkansas,78450,26043,33.19694072657744
Franklin County,Arkansas,12096,1592,13.161375661375663
Fulton County,Arkansas,8956,1408,15.721304153640018
Garland County,Arkansas,72924,19140,26.246503208820144
Grant County,Arkansas,12723,2663,20.930598129372
Greene County,Arkansas,31233,5150,16.488969999679824
Hempstead County,Arkansas,13230,1931,14.595616024187452
Hot Spring County,Arkansas,23992,3787,15.784428142714239
Howard County,Arkansas,8412,1403,16.67855444602948
Independence County,Arkansas,25363,4279,16.871032606552852
Izard County,Arkansas,10513,1967,18.710168362979168
Jackson County,Arkansas,11972,1587,13.255930504510523
Jefferson County,Arkansas,44949,9278,20.641171105030146
Johnson County,Arkansas,17320,3131,18.077367205542725
Lafayette County,Arkansas,4495,414,9.210233592880979
Lawrence County,Arkansas,10928,1534,14.037335285505122
Lee County,Arkansas,6045,415,6.865177832919768
Lincoln County,Arkansas,9801,1066,10.876441179471483
Little River County,Arkansas,8457,1475,17.441172992787042
Logan County,Arkansas,15210,2365,15.548980933596319
Lonoke County,Arkansas,50271,10554,20.994211374351018
Madison County,Arkansas,11964,1536,12.83851554663992
Marion County,Arkansas,13019,2010,15.438973807512097
Miller County,Arkansas,28871,4633,16.047244639950122
Mississippi County,Arkansas,25927,3676,14.178269757395764
Monroe County,Arkansas,4732,740,15.638207945900254
Montgomery County,Arkansas,6506,1096,16.845988318475253
Nevada County,Arkansas,5604,654,11.670235546038544
Newton County,Arkansas,5227,745,14.25291754352401
Ouachita County,Arkansas,15661,2364,15.094821531192135
Perry County,Arkansas,7238,1240,17.13180436584692
Phillips County,Arkansas,10432,1516,14.532208588957054
Pike County,Arkansas,7091,1387,19.56000564095332
Poinsett County,Arkansas,15455,1843,11.924943384018118
Polk County,Arkansas,13545,2330,17.201919527500923
Pope County,Arkansas,41500,10224,24.636144578313253
Prairie County,Arkansas,5932,991,16.706001348617665
Pulaski County,Arkansas,270517,101068,37.361053094629916
Randolph County,Arkansas,12777,1850,14.479142208656178
St. Francis County,Arkansas,16143,2083,12.903425633401474
Saline County,Arkansas,87117,24828,28.499603980853333
Scott County,Arkansas,6908,748,10.828025477707007
Searcy County,Arkansas,5742,786,13.688610240334379
Sebastian County,Arkansas,86433,21075,24.383048141334907
Sevier County,Arkansas,9598,1049,10.929360283392374
Sharp County,Arkansas,12751,1521,11.928476197945258
Stone County,Arkansas,9140,1406,15.382932166301968
Union County,Arkansas,26206,4958,18.91933145081279
Van Buren County,Arkansas,11888,1876,15.780619111709287
Washington County,Arkansas,154416,53450,34.614288674748735
White County,Arkansas,50957,10091,19.8029711325235
Woodruff County,Arkansas,4361,693,15.890850722311397
Yell County,Arkansas,13759,1970,14.317901010247839
Alameda County,California,1189902,612435,51.46936470398402
Alpine County,California,1178,496,42.10526315789473
Amador County,California,32504,7295,22.443391582574453
Butte County,California,136246,43218,31.720564273446563
Calaveras County,California,35694,7919,22.185801535272034
Colusa County,California,13970,2029,14.523979957050823
Contra Costa County,California,810988,364216,44.91015896659383
Del Norte County,California,19853,4164,20.974160076562736
El Dorado County,California,141832,55065,38.82410175418806
Fresno County,California,631185,150566,23.854495908489586
Glenn County,California,18626,3070,16.482336518844626
Humboldt County,California,93495,29998,32.085138242686774
Imperial County,California,110582,17804,16.100269483279376
Inyo County,California,13897,4422,31.819817226739584
Kern County,California,558810,103791,18.573575991839803
Kings County,California,95545,13299,13.919095714061436
Lake County,California,48935,8683,17.743946050883824
Lassen County,California,23326,3082,13.212723998971104
Los Angeles County,California,6911969,2451744,35.470992419092156
Madera County,California,100299,17180,17.12878493305018
Marin County,California,189953,114844,60.45916621480051
Mariposa County,California,13392,4133,30.861708482676224
Mendocino County,California,65191,16248,24.923685784847603
Merced County,California,171486,25346,14.780215294542995
Modoc County,California,6438,1481,23.004038521279902
Mono County,California,9650,3312,34.32124352331606
Monterey County,California,279274,77872,27.883727092389556
Napa County,California,97837,37684,38.517125422897266
Nevada County,California,79227,31263,39.46003256465599
Orange County,California,2205127,957048,43.401037672660124
Placer County,California,292101,125284,42.89064398957895
Plumas County,California,15208,3112,20.46291425565492
Riverside County,California,1622575,407007,25.084017687934303
Sacramento County,California,1087094,361826,33.28378226721884
San Benito County,California,43450,9727,22.386651323360184
San Bernardino County,California,1407239,322278,22.901440338137302
San Diego County,California,2269135,955076,42.08987125049854
San Francisco County,California,669238,402351,60.12076421243264
San Joaquin County,California,504845,108910,21.572958036625103
San Luis Obispo County,California,190233,74574,39.201400387945306
San Mateo County,California,543153,288258,53.071234072167506
Santa Barbara County,California,278456,99882,35.869939954606835
Santa Clara County,California,1338186,747586,55.865627050350255
Santa Cruz County,California,179687,78268,43.55796468303216
Shasta County,California,128987,30011,23.266685790040857
Sierra County,California,2184,533,24.404761904761905
Siskiyou County,California,32183,7429,23.083615573439392
Solano County,California,313970,89064,28.367041437079976
Sonoma County,California,353701,133865,37.8469385158651
Stanislaus County,California,352585,67474,19.136945701036627
Sutter County,California,65268,13189,20.20745235030949
Tehama County,California,44934,8467,18.843192237503896
Trinity County,California,12296,2219,18.04651919323357
Tulare County,California,284744,45102,15.839490911134213
Tuolumne County,California,41922,10038,23.944468298268212
Ventura County,California,578196,206218,35.66576039958768
Yolo County,California,130279,57432,44.08385081248704
Yuba County,California,52938,9474,17.8964071177604
Adams County,Colorado,343948,96383,28.022549920336797
Alamosa County,Colorado,9991,2928,29.30637573816435
Arapahoe County,Colorado,452547,207006,45.74243117289475
Archuleta County,Colorado,10872,4426,40.71008094186902
Baca County,Colorado,2492,600,24.077046548956663
Bent County,Colorado,4332,614,14.1735918744229
Boulder County,Colorado,219110,140031,63.90899548172151
Broomfield County,Colorado,53322,31270,58.64371178875511
Chaffee County,Colorado,15835,7193,45.42469213766972
Cheyenne County,Colorado,1242,303,24.396135265700483
Clear Creek County,Colorado,7465,4200,56.26255860683188
Conejos County,Colorado,5043,1174,23.279793773547492
Costilla County,Colorado,2686,748,27.848101265822784
Crowley County,Colorado,4243,537,12.656139523921754
Custer County,Colorado,4032,1422,35.267857142857146
Delta County,Colorado,23157,5947,25.681219501662568
Denver County,Colorado,526107,292761,55.646665032018205
Dolores County,Colorado,1967,486,24.707676664972038
Douglas County,Colorado,251056,152978,60.933815563061636
Eagle County,Colorado,39923,20069,50.26926834155749
Elbert County,Colorado,19612,6898,35.172343463185804
El Paso County,Colorado,486644,200118,41.12205225996827
Fremont County,Colorado,38428,8084,21.036744040803583
Garfield County,Colorado,41468,13854,33.408893604707245
Gilpin County,Colorado,4777,2311,48.37764287209546
Grand County,Colorado,12269,5126,41.78009617735757
Gunnison County,Colorado,11408,6761,59.265427769985976
Hinsdale County,Colorado,780,367,47.05128205128205
Huerfano County,Colorado,5288,1431,27.06127080181543
Jackson County,Colorado,1093,301,27.538883806038427
Jefferson County,Colorado,426997,216684,50.74602397674926
Kiowa County,Colorado,945,195,20.634920634920633
Kit Carson County,Colorado,4719,870,18.436109345200254
Lake County,Colorado,5189,2391,46.07824243592214
La Plata County,Colorado,40853,19307,47.259687171076784
Larimer County,Colorado,243809,126142,51.738040843447116
Las Animas County,Colorado,10651,1839,17.265984414608955
Lincoln County,Colorado,4192,1078,25.71564885496183
Logan County,Colorado,15158,2866,18.90750758675287
Mesa County,Colorado,111117,34032,30.62717675963174
Mineral County,Colorado,684,373,54.53216374269005
Moffat County,Colorado,9055,1902,21.00496963003865
Montezuma County,Colorado,19082,5880,30.814380044020545
Montrose County,Colorado,31320,8853,28.26628352490421
Morgan County,Colorado,19049,3346,17.56522652107722
Otero County,Colorado,12605,2370,18.802062673542245
Ouray County,Colorado,4290,2315,53.96270396270396
Park County,Colorado,14431,5603,38.82613817476266
Phillips County,Colorado,3017,774,25.654623798475306
Pitkin County,Colorado,13397,8570,63.969545420616555
Prowers County,Colorado,7580,1428,18.839050131926122
Pueblo County,Colorado,117554,29409,25.01743879408612
Rio Blanco County,Colorado,4340,1154,26.58986175115207
Rio Grande County,Colorado,8281,2576,31.107354184277263
Routt County,Colorado,18892,9847,52.122591573152654
Saguache County,Colorado,5060,1554,30.711462450592887
San Juan County,Colorado,559,264,47.227191413237925
San Miguel County,Colorado,6323,4123,65.20638937213347
Sedgwick County,Colorado,1657,454,27.398913699456852
Summit County,Colorado,24023,12604,52.46638637971943
Teller County,Colorado,19593,7412,37.82983718675037
Washington County,Colorado,3412,849,24.88276670574443
Weld County,Colorado,222955,71248,31.956224350205197
Yuma County,Colorado,6608,1716,25.968523002421307
Capitol Planning Region,Connecticut,675851,280403,41.488878465815695
Greater Bridgeport Planning Region,Connecticut,220459,91838,41.657632484951854
Lower Connecticut River Valley Planning Region,Connecticut,129894,59038,45.45090612345451
Naugatuck Valley Planning Region,Connecticut,323618,109346,33.788602611721224
Northeastern Connecticut Planning Region,Connecticut,71008,18575,26.159024335286162
Northwest Hills Planning Region,Connecticut,84448,33264,39.389920424403186
South Central Connecticut Planning Region,Connecticut,396925,163023,41.07148705674876
Southeastern Connecticut Planning Region,Connecticut,197124,68278,34.63708122805949
Western Connecticut Planning Region,Connecticut,433526,238638,55.0458334678889
Kent County,Delaware,124582,33311,26.73821258287714
New Castle County,Delaware,398543,156313,39.221112903751916
Sussex County,Delaware,187317,61002,32.56618459616586
District of Columbia,District of Columbia,484406,307906,63.5636222507566
Alachua County,Florida,171905,81947,47.6699339751607
Baker County,Florida,18982,2911,15.335581076809609
Bay County,Florida,129787,36394,28.041329254856034
Bradford County,Florida,20241,3035,14.994318462526554
Brevard County,Florida,464289,155722,33.53988571773184
Broward County,Florida,1393045,498695,35.79891532577914
Calhoun County,Florida,9946,1303,13.100744017695556
Charlotte County,Florida,162384,41100,25.310375406443985
Citrus County,Florida,126772,25862,20.40040387467264
Clay County,Florida,155026,44484,28.694541560770453
Collier County,Florida,299749,118525,39.54141631831966
Columbia County,Florida,49348,8066,16.345140633865608
DeSoto County,Florida,25595,2810,10.978706778667709
Dixie County,Florida,12824,1037,8.086400499064254
Duval County,Florida,692564,229175,33.090804604339816
Escambia County,Florida,220330,63741,28.929787137475603
Flagler County,Florida,94388,28731,30.439250752214264
Franklin County,Florida,9911,2506,25.285036827767126
Gadsden County,Florida,30594,6144,20.08236909197882
Gilchrist County,Florida,13146,1909,14.521527460824585
Glades County,Florida,9591,1219,12.709832134292565
Gulf County,Florida,11704,2866,24.487354750512647
Hamilton County,Florida,9727,1090,11.20592166135499
Hardee County,Florida,16737,2051,12.254286909242996
Hendry County,Florida,26209,2812,10.729138845434774
Hernando County,Florida,150881,30837,20.437961042145798
Highlands County,Florida,80495,15880,19.72793341201317
Hillsborough County,Florida,1029578,382542,37.155222819446415
Holmes County,Florida,14231,1715,12.051155927201181
Indian River County,Florida,128465,42950,33.43323084108512
Jackson County,Florida,34886,5109,14.644843203577365
Jefferson County,Florida,10959,2065,18.842960124098916
Lafayette County,Florida,5874,464,7.899216887980932
Lake County,Florida,296660,79453,26.782511966561046
Lee County,Florida,599971,184547,30.759320033801636
Leon County,Florida,177148,86063,48.58254115203107
Levy County,Florida,32667,5284,16.175345149539293
Liberty County,Florida,5500,867,15.763636363636364
Madison County,Florida,13642,1705,12.49816742413136
Manatee County,Florida,315476,108347,34.34397545296631
Marion County,Florida,289496,64777,22.375784121369552
Martin County,Florida,124657,45671,36.63733284131657
Miami-Dade County,Florida,1925233,639297,33.206214520528164
Monroe County,Florida,64499,24381,37.80058605559776
Nassau County,Florida,70388,24296,34.51724725805535
Okaloosa County,Florida,147674,50536,34.2213253517884
Okeechobee County,Florida,28661,4615,16.10202016677715
Orange County,Florida,981355,376923,38.408425085723316
Osceola County,Florida,272875,77102,28.255428309665596
Palm Beach County,Florida,1111600,439656,39.55163727959698
Pasco County,Florida,426904,119691,28.036982553454642
Pinellas County,Florida,748831,268418,35.84493697509852
Polk County,Florida,527470,119424,22.640908487686502
Putnam County,Florida,53091,7483,14.094667646117045
St. Johns County,Florida,209173,101679,48.61000224694392
St. Lucie County,Florida,253716,64367,25.369704709202416
Santa Rosa County,Florida,136650,42334,30.979875594584705
Sarasota County,Florida,360732,143058,39.65769601809654
Seminole County,Florida,338288,143383,42.38489098046635
Sumter County,Florida,123814,43417,35.06630914113105
Suwannee County,Florida,31419,5163,16.432731786498618
Taylor County,Florida,15651,2357,15.059740591655485
Union County,Florida,11189,1119,10.000893734918224
Volusia County,Florida,423543,115140,27.184961149163133
Wakulla County,Florida,25122,5345,21.276172279277127
Walton County,Florida,58484,20019,34.22987483756241
Washington County,Florida,18557,2317,12.485854394568086
Appling County,Georgia,12283,1222,9.948709598632256
Atkinson County,Georgia,5471,537,9.815390239444342
Bacon County,Georgia,7248,799,11.02373068432671
Baker County,Georgia,2050,346,16.878048780487806
Baldwin County,Georgia,27478,6630,24.128393623990103
Banks County,Georgia,13263,2300,17.341476287416118
Barrow County,Georgia,57739,12138,21.02218604409498
Bartow County,Georgia,75236,17258,22.938486894571746
Ben Hill County,Georgia,11447,1386,12.107975888879183
Berrien County,Georgia,12635,1617,12.797783933518007
Bibb County,Georgia,103355,26859,25.98713173044362
Bleckley County,Georgia,8072,1476,18.285431119920716
Brantley County,Georgia,12617,1375,10.897994768962512
Brooks County,Georgia,11477,1557,13.566262960704018
Bryan County,Georgia,29359,10169,34.636738308525494
Bulloch County,Georgia,46284,14256,30.801140782991965
Burke County,Georgia,15603,2225,14.26007819009165
Butts County,Georgia,18277,2541,13.90271926464956
Calhoun County,Georgia,4208,511,12.143536121673005
Camden County,Georgia,36290,8141,22.43317718379719
Candler County,Georgia,7275,992,13.635738831615122
Carroll County,Georgia,78111,17521,22.430899617211406
Catoosa County,Georgia,47726,11679,24.47093827263965
Charlton County,Georgia,8625,983,11.397101449275363
Chatham County,Georgia,204283,75082,36.753914912156176
Chattahoochee County,Georgia,4253,1173,27.580531389607337
Chattooga County,Georgia,17526,1880,10.726920004564647
Cherokee County,Georgia,188031,74184,39.453068908850135
Clarke County,Georgia,74258,36142,48.67085027875785
Clay County,Georgia,1964,443,22.55600814663951
Clayton County,Georgia,188480,40227,21.3428480475382
Clinch County,Georgia,4662,607,13.02016302016302
Cobb County,Georgia,523711,263860,50.382749264384366
Coffee County,Georgia,28745,3883,13.508436249782571
Colquitt County,Georgia,30166,4735,15.696479480209508
Columbia County,Georgia,107015,40490,37.83581740877447
Cook County,Georgia,11392,1908,16.748595505617978
Coweta County,Georgia,102700,35594,34.65822784810126
Crawford County,Georgia,8558,1199,14.010282776349614
Crisp County,Georgia,13819,2144,15.514870830016644
Dade County,Georgia,11421,2171,19.008843358725155
Dawson County,Georgia,20649,7383,35.75475809966584
Decatur County,Georgia,19376,2836,14.636663914120563
DeKalb County,Georgia,522619,244312,46.747630683155414
Dodge County,Georgia,14341,2185,15.236036538595634
Dooly County,Georgia,8540,1143,13.38407494145199
Dougherty County,Georgia,54875,12752,23.238268792710706
Douglas County,Georgia,95203,29327,30.804701532514734
Early County,Georgia,7004,1128,16.105082809822957
Echols County,Georgia,2304,332,14.409722222222221
Effingham County,Georgia,44179,11839,26.79779985966183
Elbert County,Georgia,13991,2079,14.85955256950897
Emanuel County,Georgia,15309,1966,12.842119014958522
Evans County,Georgia,7010,1058,15.092724679029956
Fannin County,Georgia,20002,4520,22.597740225977404
Fayette County,Georgia,82966,39899,48.09078417665067
Floyd County,Georgia,65894,16438,24.946125595653626
Forsyth County,Georgia,171436,97038,56.60304720128795
Franklin County,Georgia,16158,2735,16.92659982671123
Fulton County,Georgia,738924,428540,57.99513887761123
Gilmer County,Georgia,23983,5452,22.732769044740024
Glascock County,Georgia,1965,292,14.860050890585242
Glynn County,Georgia,60568,18438,30.441817461365737
Gordon County,Georgia,39718,7011,17.65194622085704
Grady County,Georgia,17647,2699,15.294384314614382
Greene County,Georgia,14559,5303,36.424204959131806
Gwinnett County,Georgia,621561,240720,38.72829859016251
Habersham County,Georgia,32080,7778,24.24563591022444
Hall County,Georgia,138951,37144,26.731725572324056
Hancock County,Georgia,6599,552,8.364903773298984
Haralson County,Georgia,21142,3684,17.425030744489643
Harris County,Georgia,24948,8645,34.652076318742985
Hart County,Georgia,19349,3499,18.083621892604267
Heard County,Georgia,7980,907,11.365914786967418
Henry County,Georgia,160244,44927,28.036619155787424
Houston County,Georgia,109888,35447,32.25738934187537
Irwin County,Georgia,6435,1070,16.627816627816628
Jackson County,Georgia,54316,14833,27.308711981736504
Jasper County,Georgia,10548,2094,19.852104664391355
Jeff Davis County,Georgia,9618,1102,11.457683510085257
Jefferson County,Georgia,10533,1178,11.183898224627361
Jenkins County,Georgia,6588,515,7.817243472981178
Johnson County,Georgia,6831,623,9.120187381056946
Jones County,Georgia,19848,3653,18.404877065699317
Lamar County,Georgia,12826,2503,19.515047559644472
Lanier County,Georgia,6711,1279,19.058262554015794
Laurens County,Georgia,33357,5942,17.813352519711007
Lee County,Georgia,21727,7280,33.506696736779126
Liberty County,Georgia,38651,7685,19.883056065819773
Lincoln County,Georgia,5796,936,16.149068322981368
Long County,Georgia,10988,1409,12.823079723334546
Lowndes County,Georgia,71112,19289,27.124817189785126
Lumpkin County,Georgia,21375,6732,31.494736842105265
McDuffie County,Georgia,14718,2626,17.842098111156407
McIntosh County,Georgia,8828,1645,18.63389216130494
Macon County,Georgia,8693,956,10.997354193028874
Madison County,Georgia,21354,4310,20.183572164465673
Marion County,Georgia,5459,744,13.628869756365635
Meriwether County,Georgia,14758,1924,13.036996883046484
Miller County,Georgia,4025,882,21.913043478260867
Mitchell County,Georgia,14487,1863,12.859805342721058
Monroe County,Georgia,20190,5791,28.68251609707776
Montgomery County,Georgia,5753,1164,20.232921953763253
Morgan County,Georgia,14737,4441,30.135034267489992
Murray County,Georgia,27098,3705,13.672595763524983
Muscogee County,Georgia,134732,40067,29.738295282486714
Newton County,Georgia,75003,17683,23.576390277722226
Oconee County,Georgia,27849,15278,54.86013860461776
Oglethorpe County,Georgia,10701,2627,24.549107560041115
Paulding County,Georgia,114874,31505,27.425701203057262
Peach County,Georgia,18329,4457,24.31665666430247
Pickens County,Georgia,25360,6310,24.881703470031546
Pierce County,Georgia,13466,2458,18.25337888014258
Pike County,Georgia,13313,2851,21.415158116127095
Polk County,Georgia,28861,4176,14.469353106267974
Pulaski County,Georgia,7616,914,12.001050420168067
Putnam County,Georgia,16568,4685,28.277402221149206
Quitman County,Georgia,1575,141,8.952380952380953
Rabun County,Georgia,13185,3947,29.935532802427
Randolph County,Georgia,4243,637,15.01296252651426
Richmond County,Georgia,136137,32755,24.06032158781228
Rockdale County,Georgia,63347,18436,29.103193521398012
Schley County,Georgia,3131,596,19.035451932290005
Screven County,Georgia,10438,1539,14.744203870473271
Seminole County,Georgia,6734,1065,15.815265815265816
Spalding County,Georgia,46902,8380,17.867041917189034
Stephens County,Georgia,18368,2733,14.87913763066202
Stewart County,Georgia,3959,488,12.32634503662541
Sumter County,Georgia,18434,3923,21.281327980904848
Talbot County,Georgia,4373,658,15.046878573061973
Taliaferro County,Georgia,1290,128,9.922480620155039
Tattnall County,Georgia,16998,2489,14.6428991646076
Taylor County,Georgia,5587,1014,18.149275102917485
Telfair County,Georgia,8398,846,10.073827101690878
Terrell County,Georgia,6175,712,11.530364372469636
Thomas County,Georgia,31200,7375,23.63782051282051
Tift County,Georgia,27144,5481,20.192307692307693
Toombs County,Georgia,17208,3351,19.47350069735007
Towns County,Georgia,9779,3212,32.8458942632171
Treutlen County,Georgia,4196,538,12.821734985700667
Troup County,Georgia,46637,10481,22.473572485365697
Turner County,Georgia,6108,677,11.083824492468894
Twiggs County,Georgia,5994,654,10.91091091091091
Union County,Georgia,20185,5191,25.717116670795143
Upson County,Georgia,19211,2849,14.830045286554578
Walker County,Georgia,48395,9714,20.072321520818267
Walton County,Georgia,67595,16846,24.921961683556475
Ware County,Georgia,24262,3643,15.01525018547523
Warren County,Georgia,3740,474,12.67379679144385
Washington County,Georgia,14016,2449,17.47288812785388
Wayne County,Georgia,20527,2876,14.010815024114581
Webster County,Georgia,1729,196,11.336032388663968
Wheeler County,Georgia,5159,630,12.211668928086839
White County,Georgia,20158,4893,24.273241392995338
Whitfield County,Georgia,67343,13029,19.34722242846324
Wilcox County,Georgia,6371,897,14.079422382671481
Wilkes County,Georgia,7062,1112,15.746247521948456
Wilkinson County,Georgia,6156,781,12.686809616634179
Worth County,Georgia,14504,1638,11.293436293436294
Hawaii County,Hawaii,147788,45673,30.904403605164156
Honolulu County,Hawaii,707526,266900,37.7229953386872
Kalawao County,Hawaii,43,14,32.55813953488372
Kauai County,Hawaii,53076,16048,30.235888160373804
Maui County,Hawaii,118918,35763,30.073664205587043
Ada County,Idaho,349321,153355,43.90088199678806
Adams County,Idaho,3591,765,21.303258145363408
Bannock County,Idaho,56691,17124,30.20585278086469
Bear Lake County,Idaho,4274,869,20.33224145999064
